'Marital status','Application mode','Application order',Course,'Daytime/evening attendance','Previous qualification','Previous qualification (grade)',Nacionality,Mother_qualification,Father_qualification,Mother_occupation,Father_occupation,'Admission grade',Displaced,'Educational special needs',Debtor,'Tuition fees up to date',Gender,'Scholarship holder','Age at enrollment','Curricular units 1st sem (credited)','Curricular units 1st sem (enrolled)','Curricular units 1st sem (evaluations)','Curricular units 1st sem (approved)','Curricular units 1st sem (grade)','Curricular units 1st sem (without evaluations)','Curricular units 2nd sem (credited)','Curricular units 2nd sem (enrolled)','Curricular units 2nd sem (evaluations)','Curricular units 2nd sem (approved)','Curricular units 2nd sem (grade)','Curricular units 2nd sem (without evaluations)','Unemployment rate','Inflation rate',GDP,Target
single,'1st phase - general contingent',1,Nursing,1,'Secondary education',157,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Intermediate Level Technicians and Professions',2.857894736842106,0,0,0,1,0,0,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.5384615384615385,3.717880794701987,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.7786537589541442,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'2nd phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',135,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Armed Forces Professions',1.6105263157894734,1,0,0,1,0,0,0.09433962264150943,0.0,0.9615384615384616,0.888888888888889,0.7692307692307693,2.9139072847682117,0.41666666666666663,0.0,1.0869565217391304,1.2121212121212122,0.75,3.7692306822485233,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',1,'Journalism and Communication',1,'Secondary education',139,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',2.631578947368421,1,0,0,1,0,1,0.09433962264150943,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.5320087417218544,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.5897434171597675,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'3rd phase - general contingent',1,Nursing,1,'Secondary education',115,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',1.0526315789473684,0,0,0,1,0,0,0.2830188679245283,0.0,1.346153846153846,1.4444444444444442,1.153846153846154,3.1185430463576163,0.0,0.0,1.7391304347826086,1.3636363636363635,1.75,3.319615308008878,0.0,4.593023255813954,3.9999999999999996,0.0,Graduate
single,'1st phase - general contingent',1,Tourism,1,'Secondary education',123,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.0157894736842104,0,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Dropout
single,'Change of course',2,Tourism,1,'Secondary education',140,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.6315789473684212,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,1.8181818181818183,0.0,0.0,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'1st phase - general contingent',1,'Animation and Multimedia Design',1,'Secondary education',138,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',1.5263157894736843,1,0,0,0,0,0,0.18867924528301885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'1st phase - general contingent',4,Tourism,1,'Secondary education',132,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.452631578947368,1,0,0,1,0,1,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.254493774834437,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.23076915621302,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',140,Portuguese,'Higher Education - Degree','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Specialists in Intellectual and Scientific Activities','Intermediate Level Technicians and Professions',2.0421052631578953,1,0,0,1,0,0,0.0,0.0,1.5384615384615385,1.5555555555555556,0.9615384615384616,3.3006622516556297,0.0,0.0,1.7391304347826086,2.121212121212121,1.25,3.3546153072011857,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Enrolled
single,'3rd phase - general contingent',1,'Basic Education',1,'Secondary education',117,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Administrative staff',Student,0.9736842105263157,1,0,0,1,0,0,0.18867924528301885,0.0,1.346153846153846,1.1111111111111112,1.153846153846154,3.2229581456953644,0.0,0.0,1.5217391304347827,1.3636363636363635,1.5,3.5448718028106514,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'1st phase - general contingent',4,'Social Service',1,'Secondary education',125,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Personal Services; Security and Safety Workers and Sellers',1.452631578947368,1,1,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,1.0,0.9615384615384616,3.1346577483443703,0.0,0.0,1.3043478260869565,1.2121212121212122,0.5,3.096153774704144,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Enrolled
single,'Holders of other higher courses',1,Nursing,1,'Higher education - degree',140,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Administrative staff',2.3684210526315788,0,0,0,1,0,0,0.7547169811320754,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.9220434437086094,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.9861536772426076,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'1st phase - general contingent',1,'Social Service',1,'Secondary education',133.1,Portuguese,'Other - 11th Year of Schooling','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Administrative staff','Unskilled Workers',0.631578947368421,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,1.222222222222222,0.9615384615384616,2.8079470198675494,0.0,0.0,1.3043478260869565,1.5151515151515151,1.5,3.1538461579881654,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Dropout
single,'Short cycle diploma holders',1,'Veterinary Nursing',1,'Professional higher technical course',130,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Unskilled Workers',1.8421052631578947,1,0,1,0,0,0,0.660377358490566,1.75,1.7307692307692308,1.0,1.5384615384615385,3.47682119205298,0.0,1.0526315789473684,1.9565217391304348,1.9696969696969697,1.5,3.4999999192307714,0.0,0.7558139534883725,2.4444444444444446,5.0,Enrolled
single,'1st phase - general contingent',1,'Social Service',1,'Secondary education',134,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Unskilled Workers',1.5368421052631582,1,0,1,1,0,1,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.3995584105960264,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.4102564213017756,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'3rd phase - general contingent',1,Nursing,1,'Secondary education',128,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Administrative staff',1.6210526315789473,0,0,0,1,0,1,0.2830188679245283,0.0,1.5384615384615385,0.888888888888889,0.0,0.0,3.333333333333333,0.0,1.7391304347826086,1.2121212121212122,0.0,0.0,3.333333333333333,1.0465116279069773,0.0,0.6208718626155876,Enrolled
single,'1st phase - general contingent',1,'Advertising and Marketing Management',1,'Secondary education',115,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Personal Services; Security and Safety Workers and Sellers','Administrative staff',0.6842105263157895,1,0,0,1,0,1,0.2830188679245283,0.0,1.153846153846154,1.0,0.9615384615384616,3.443708609271523,0.0,0.0,1.3043478260869565,0.9090909090909092,1.25,3.7153845296449726,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'1st phase - general contingent',2,Nursing,1,'Secondary education',119,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Administrative staff',1.0631578947368423,1,0,0,1,0,1,0.2830188679245283,0.0,1.346153846153846,0.888888888888889,1.346153846153846,3.3708609271523176,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.691826837880919,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'2nd phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',131,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Higher Education - Degree','Administrative staff','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers',1.8052631578947376,1,0,0,1,0,0,0.18867924528301885,0.0,0.9615384615384616,1.1111111111111112,0.7692307692307693,2.980132450331126,0.41666666666666663,0.0,1.0869565217391304,1.5151515151515151,0.75,2.7820511281065126,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'Holders of other higher courses',1,Agronomy,1,'Higher education - master',120,Portuguese,'Higher Education - Degree','Secondary Education - 12th Year of Schooling or Eq.','Specialists in Intellectual and Scientific Activities','Administrative staff',1.3157894736842104,1,0,0,1,0,0,1.320754716981132,2.0,2.307692307692308,1.3333333333333333,2.1153846153846154,3.660445562913907,0.0,1.0526315789473684,2.608695652173913,2.4242424242424243,3.0,3.6242601471324583,0.0,4.593023255813954,3.9999999999999996,0.0,Graduate
single,'1st phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',120,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Intermediate Level Technicians and Professions','Administrative staff',1.142105263157895,0,0,0,1,0,0,0.2830188679245283,0.0,0.9615384615384616,1.3333333333333333,0.576923076923077,3.2671080794701983,0.8333333333333333,0.0,1.0869565217391304,1.2121212121212122,0.75,3.4999999192307714,0.41666666666666663,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'1st phase - general contingent',3,'Veterinary Nursing',1,'Secondary education',135,Portuguese,'Higher Education - Degree','Higher Education - Bachelor Degree','Administrative staff','Intermediate Level Technicians and Professions',1.368421052631579,1,0,0,1,0,0,0.09433962264150943,0.0,0.9615384615384616,1.5555555555555556,0.576923076923077,3.2671080794701983,0.8333333333333333,0.0,1.0869565217391304,1.2121212121212122,1.25,3.1230768510059193,0.0,1.0465116279069773,0.0,0.6208718626155876,Enrolled
single,'2nd phase - general contingent',1,'Basic Education',1,'Secondary education',146,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Intermediate Level Technicians and Professions','Administrative staff',1.747368421052631,0,0,1,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.888888888888889,0.7692307692307693,3.5099337748344372,0.0,0.0,1.3043478260869565,1.5151515151515151,0.75,2.871794895266272,0.0,2.9651162790697674,5.0,1.558784676354029,Enrolled
single,'1st phase - general contingent',4,'Advertising and Marketing Management',1,'Secondary education',133,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Higher Education - Bachelor Degree','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.3736842105263156,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.6203091390728477,0.0,0.0,1.3043478260869565,1.3636363636363635,1.25,4.146153750473375,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'Change of institution/course',1,'Social Service',1,'Secondary education',122,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Higher Education - Degree','Personal Services; Security and Safety Workers and Sellers','Specialists in Intellectual and Scientific Activities',0.9263157894736839,0,0,1,1,0,0,0.2830188679245283,1.25,2.1153846153846154,2.0,1.5384615384615385,3.3443708609271523,0.0,1.0526315789473684,2.1739130434782608,1.5151515151515151,0.75,2.9615383931952683,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'2nd phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',128,Portuguese,'Higher Education - Bachelor Degree','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Specialists in Intellectual and Scientific Activities','Administrative staff',1.489473684210526,1,0,0,1,0,1,0.2830188679245283,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.9293597350993377,0.0,0.0,1.3043478260869565,1.2121212121212122,1.5,3.269230655325446,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'2nd phase - general contingent',2,'Advertising and Marketing Management',1,'Secondary education',129,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Administrative staff',1.810526315789474,0,0,0,1,0,1,0.18867924528301885,0.0,1.153846153846154,0.7777777777777778,0.9615384615384616,2.9668874172185427,0.0,0.0,1.3043478260869565,1.5151515151515151,1.25,3.5336537646079904,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'2nd phase - general contingent',1,Management,1,'Secondary education',122,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.310526315789474,0,0,0,1,0,1,0.3773584905660377,0.0,0.9615384615384616,0.6666666666666666,0.9615384615384616,3.0198675496688745,0.0,0.0,1.0869565217391304,0.9090909090909092,1.25,3.2846153088165697,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',140,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Other - 11th Year of Schooling','Intermediate Level Technicians and Professions','Armed Forces Professions',1.926315789473684,1,0,0,1,0,0,0.09433962264150943,0.0,1.346153846153846,0.888888888888889,1.346153846153846,3.4794701986754966,0.0,0.0,1.7391304347826086,1.3636363636363635,2.0,3.5658117638658826,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'Change of institution/course',1,'Communication Design',1,'Secondary education',143,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Administrative staff',1.3157894736842104,1,0,0,1,0,0,0.3773584905660377,0.75,1.9230769230769231,1.1111111111111112,1.9230769230769231,3.443708609271523,0.0,1.3157894736842104,2.391304347826087,1.6666666666666665,2.5,3.069230698402369,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Dropout
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',118,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',0.7894736842105263,1,0,0,1,0,0,0.18867924528301885,0.0,1.346153846153846,1.3333333333333333,0.7692307692307693,3.403973509933775,0.0,0.0,1.5217391304347827,1.0606060606060606,1.75,3.398076960044378,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'Technological specialization diploma holders',1,'Social Service',1,'Technological specialization course',140,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Cleaning workers','Armed Forces Sergeants',2.526315789473684,0,0,0,1,0,0,0.2830188679245283,0.75,1.153846153846154,0.6666666666666666,1.153846153846154,3.576158940397351,0.0,0.5263157894736842,1.3043478260869565,1.3636363636363635,1.25,3.3653845377218956,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
